gender,ages,category,rank,keyword,crawled_at
여성,40대,과자/베이커리,5,빼빼로,2025-10-26 18:01:38
여성,40대,과자/베이커리,6,무화과호두파이,2025-10-26 18:01:38
여성,40대,과자/베이커리,7,약과,2025-10-26 18:01:38
여성,40대,과자/베이커리,8,메롱바,2025-10-26 18:01:38
여성,40대,과자/베이커리,9,두바이초콜릿,2025-10-26 18:01:38
여성,40대,과자/베이커리,10,도라지정과,2025-10-26 18:01:38
여성,50대,농산물,1,쌀20kg,2025-10-26 18:01:54
여성,50대,농산물,2,쌀10kg,2025-10-26 18:01:54
여성,50대,농산물,3,사과,2025-10-26 18:01:54
여성,50대,농산물,4,고구마,2025-10-26 18:01:54
여성,50대,농산물,5,무화과,2025-10-26 18:01:54
여성,50대,농산물,6,곶감,2025-10-26 18:01:54
여성,50대,농산물,7,수향미,2025-10-26 18:01:54
여성,50대,농산물,8,귤,2025-10-26 18:01:54
여성,50대,농산물,9,토마토,2025-10-26 18:01:54
여성,50대,농산물,10,감홍사과,2025-10-26 18:01:54
여성,50대,음료,1,레몬즙,2025-10-26 18:01:54
여성,50대,음료,2,두유,2025-10-26 18:01:54
여성,50대,음료,3,생수,2025-10-26 18:01:54
여성,50대,음료,4,맥심모카골드,2025-10-26 18:01:54
여성,50대,음료,5,그릭요거트,2025-10-26 18:01:54
여성,50대,음료,6,멸균우유,2025-10-26 18:01:54
여성,50대,음료,7,쌍화차,2025-10-26 18:01:54
여성,50대,음료,8,생강청,2025-10-26 18:01:54
여성,50대,음료,9,탄산수,2025-10-26 18:01:54
여성,50대,음료,10,커피믹스,2025-10-26 18:01:54
여성,50대,과자/베이커리,1,두바이쫀득쿠키,2025-10-26 18:01:54
여성,50대,과자/베이커리,2,할로윈사탕,2025-10-26 18:01:54
여성,50대,과자/베이커리,3,화과자,2025-10-26 18:01:54
여성,50대,과자/베이커리,4,두바이초콜릿,2025-10-26 18:01:54
여성,50대,과자/베이커리,5,칸쵸,2025-10-26 18:01:54
여성,50대,과자/베이커리,6,도라지정과,2025-10-26 18:01:54
여성,50대,과자/베이커리,7,메롱바,2025-10-26 18:01:54
여성,50대,과자/베이커리,8,빼빼로,2025-10-26 18:01:54
여성,50대,과자/베이커리,9,약과,2025-10-26 18:01:54
여성,50대,과자/베이커리,10,쫀득빵,2025-10-26 18:01:54
여성,60대 이상,농산물,1,쌀20kg,2025-10-26 18:02:11
여성,60대 이상,농산물,2,쌀10kg,2025-10-26 18:02:11
여성,60대 이상,농산물,3,사과,2025-10-26 18:02:11
여성,60대 이상,농산물,4,곶감,2025-10-26 18:02:11
여성,60대 이상,농산물,5,귤,2025-10-26 18:02:11
여성,60대 이상,농산물,6,무화과,2025-10-26 18:02:11
여성,60대 이상,농산물,7,딸기,2025-10-26 18:02:11
여성,60대 이상,농산물,8,고구마,2025-10-26 18:02:11
여성,60대 이상,농산물,9,쌀,2025-10-26 18:02:11
여성,60대 이상,농산물,10,수향미,2025-10-26 18:02:11
여성,60대 이상,음료,1,레몬즙,2025-10-26 18:02:11
여성,60대 이상,음료,2,두유,2025-10-26 18:02:11
여성,60대 이상,음료,3,그릭요거트,2025-10-26 18:02:11
여성,60대 이상,음료,4,맥심모카골드,2025-10-26 18:02:11
여성,60대 이상,음료,5,생수,2025-10-26 18:02:11
여성,60대 이상,음료,6,쌍화차,2025-10-26 18:02:11
여성,60대 이상,음료,7,생강청,2025-10-26 18:02:11
여성,60대 이상,음료,8,멸균우유,2025-10-26 18:02:11
여성,60대 이상,음료,9,탄산수,2025-10-26 18:02:11
여성,60대 이상,음료,10,일리커피캡슐,2025-10-26 18:02:11
여성,60대 이상,과자/베이커리,1,두바이쫀득쿠키,2025-10-26 18:02:11
여성,60대 이상,과자/베이커리,2,화과자,2025-10-26 18:02:11
여성,60대 이상,과자/베이커리,3,칸쵸,2025-10-26 18:02:11
여성,60대 이상,과자/베이커리,4,할로윈사탕,2025-10-26 18:02:11
여성,60대 이상,과자/베이커리,5,메롱바,2025-10-26 18:02:11
여성,60대 이상,과자/베이커리,6,두바이초콜릿,2025-10-26 18:02:11
여성,60대 이상,과자/베이커리,7,빼빼로,2025-10-26 18:02:11
여성,60대 이상,과자/베이커리,8,약과,2025-10-26 18:02:11
여성,60대 이상,과자/베이커리,9,도라지정과,2025-10-26 18:02:11
여성,60대 이상,과자/베이커리,10,마가렛트고구마,2025-10-26 18:02:11
여성,"10대, 20대",농산물,1,쌀20kg,2025-10-26 18:02:28
여성,"10대, 20대",농산물,2,쌀10kg,2025-10-26 18:02:28
여성,"10대, 20대",농산물,3,사과,2025-10-26 18:02:28
여성,"10대, 20대",농산물,4,수향미,2025-10-26 18:02:28
여성,"10대, 20대",농산물,5,곶감,2025-10-26 18:02:28
여성,"10대, 20대",농산물,6,무화과,2025-10-26 18:02:28
여성,"10대, 20대",농산물,7,귤,2025-10-26 18:02:28
여성,"10대, 20대",농산물,8,고구마,2025-10-26 18:02:28
여성,"10대, 20대",농산물,9,딸기,2025-10-26 18:02:28
여성,"10대, 20대",농산물,10,토마토,2025-10-26 18:02:28
여성,"10대, 20대",음료,1,생수,2025-10-26 18:02:28
여성,"10대, 20대",음료,2,레몬즙,2025-10-26 18:02:28
여성,"10대, 20대",음료,3,두유,2025-10-26 18:02:28
여성,"10대, 20대",음료,4,그릭요거트,2025-10-26 18:02:28
여성,"10대, 20대",음료,5,탄산수,2025-10-26 18:02:28
여성,"10대, 20대",음료,6,멸균우유,2025-10-26 18:02:28
여성,"10대, 20대",음료,7,카누,2025-10-26 18:02:28
여성,"10대, 20대",음료,8,맥심모카골드,2025-10-26 18:02:28
여성,"10대, 20대",음료,9,빅토리아탄산수,2025-10-26 18:02:28
여성,"10대, 20대",음료,10,쌍화차,2025-10-26 18:02:28
여성,"10대, 20대",과자/베이커리,1,두바이쫀득쿠키,2025-10-26 18:02:28
여성,"10대, 20대",과자/베이커리,2,할로윈사탕,2025-10-26 18:02:28
여성,"10대, 20대",과자/베이커리,3,칸쵸,2025-10-26 18:02:28
여성,"10대, 20대",과자/베이커리,4,화과자,2025-10-26 18:02:28
여성,"10대, 20대",과자/베이커리,5,메롱바,2025-10-26 18:02:28
여성,"10대, 20대",과자/베이커리,6,빼빼로,2025-10-26 18:02:28
여성,"10대, 20대",과자/베이커리,7,할로윈간식,2025-10-26 18:02:28
여성,"10대, 20대",과자/베이커리,8,도라지정과,2025-10-26 18:02:28
여성,"10대, 20대",과자/베이커리,9,두바이초콜릿,2025-10-26 18:02:28
여성,"10대, 20대",과자/베이커리,10,약과,2025-10-26 18:02:28
여성,"20대, 30대",농산물,1,쌀20kg,2025-10-26 18:02:46
여성,"20대, 30대",농산물,2,쌀10kg,2025-10-26 18:02:46
여성,"20대, 30대",농산물,3,사과,2025-10-26 18:02:46
여성,"20대, 30대",농산물,4,귤,2025-10-26 18:02:46
여성,"20대, 30대",농산물,5,곶감,2025-10-26 18:02:46
여성,"20대, 30대",농산물,6,쌀,2025-10-26 18:02:46
여성,"20대, 30대",농산물,7,고구마,2025-10-26 18:02:46
여성,"20대, 30대",농산물,8,무화과,2025-10-26 18:02:46
여성,"20대, 30대",농산물,9,수향미,2025-10-26 18:02:46
여성,"20대, 30대",농산물,10,견과류,2025-10-26 18:02:46
여성,"20대, 30대",음료,1,레몬즙,2025-10-26 18:02:46
여성,"20대, 30대",음료,2,두유,2025-10-26 18:02:46
여성,"20대, 30대",음료,3,그릭요거트,2025-10-26 18:02:46
여성,"20대, 30대",음료,4,멸균우유,2025-10-26 18:02:46
여성,"20대, 30대",음료,5,생수,2025-10-26 18:02:46
여성,"20대, 30대",음료,6,탄산수,2025-10-26 18:02:46
여성,"20대, 30대",음료,7,생강청,2025-10-26 18:02:46
여성,"20대, 30대",음료,8,맥심모카골드,2025-10-26 18:02:46
여성,"20대, 30대",음료,9,쌍화차,2025-10-26 18:02:46
여성,"20대, 30대",음료,10,빅토리아탄산수,2025-10-26 18:02:46
여성,"20대, 30대",과자/베이커리,1,두바이쫀득쿠키,2025-10-26 18:02:46
여성,"20대, 30대",과자/베이커리,2,칸쵸,2025-10-26 18:02:46
여성,"20대, 30대",과자/베이커리,3,메롱바,2025-10-26 18:02:46
여성,"20대, 30대",과자/베이커리,4,할로윈사탕,2025-10-26 18:02:46
여성,"20대, 30대",과자/베이커리,5,화과자,2025-10-26 18:02:46
여성,"20대, 30대",과자/베이커리,6,두바이초콜릿,2025-10-26 18:02:46
여성,"20대, 30대",과자/베이커리,7,빼빼로,2025-10-26 18:02:46
여성,"20대, 30대",과자/베이커리,8,쫀득빵,2025-10-26 18:02:46
여성,"20대, 30대",과자/베이커리,9,구황작물빵,2025-10-26 18:02:46
여성,"20대, 30대",과자/베이커리,10,약과,2025-10-26 18:02:46
여성,"30대, 40대",농산물,1,쌀20kg,2025-10-26 18:03:03
여성,"30대, 40대",농산물,2,무화과,2025-10-26 18:03:03
여성,"30대, 40대",농산물,3,곶감,2025-10-26 18:03:03
여성,"30대, 40대",농산물,4,딸기,2025-10-26 18:03:03
여성,"30대, 40대",농산물,5,사과,2025-10-26 18:03:03
여성,"30대, 40대",농산물,6,쌀10kg,2025-10-26 18:03:03
여성,"30대, 40대",농산물,7,과일선물세트,2025-10-26 18:03:03
여성,"30대, 40대",농산물,8,복숭아,2025-10-26 18:03:03
여성,"30대, 40대",농산물,9,수향미,2025-10-26 18:03:03
여성,"30대, 40대",농산물,10,고구마,2025-10-26 18:03:03
여성,"30대, 40대",음료,1,레몬즙,2025-10-26 18:03:03
여성,"30대, 40대",음료,2,생수,2025-10-26 18:03:03
여성,"30대, 40대",음료,3,두유,2025-10-26 18:03:03
여성,"30대, 40대",음료,4,멸균우유,2025-10-26 18:03:03
여성,"30대, 40대",음료,5,탄산수,2025-10-26 18:03:03
여성,"30대, 40대",음료,6,그릭요거트,2025-10-26 18:03:03
여성,"30대, 40대",음료,7,맥심모카골드,2025-10-26 18:03:03
여성,"30대, 40대",음료,8,카누,2025-10-26 18:03:03
여성,"30대, 40대",음료,9,쌍화차,2025-10-26 18:03:03
여성,"30대, 40대",음료,10,빅토리아탄산수,2025-10-26 18:03:03
여성,"30대, 40대",과자/베이커리,1,두바이쫀득쿠키,2025-10-26 18:03:03
여성,"30대, 40대",과자/베이커리,2,쫀득빵,2025-10-26 18:03:03
여성,"30대, 40대",과자/베이커리,3,두바이초콜릿,2025-10-26 18:03:03
여성,"30대, 40대",과자/베이커리,4,화과자,2025-10-26 18:03:03
여성,"30대, 40대",과자/베이커리,5,마가렛트고구마,2025-10-26 18:03:03
여성,"30대, 40대",과자/베이커리,6,스쿱당,2025-10-26 18:03:03
여성,"30대, 40대",과자/베이커리,7,구황작물빵,2025-10-26 18:03:03
여성,"30대, 40대",과자/베이커리,8,도라지정과,2025-10-26 18:03:03
여성,"30대, 40대",과자/베이커리,9,빼빼로만들기,2025-10-26 18:03:03
여성,"30대, 40대",과자/베이커리,10,할로윈사탕,2025-10-26 18:03:03
여성,"10대, 20대, 30대",농산물,1,쌀20kg,2025-10-26 18:03:21
여성,"10대, 20대, 30대",농산물,2,쌀10kg,2025-10-26 18:03:21
여성,"10대, 20대, 30대",농산물,3,사과,2025-10-26 18:03:21
여성,"10대, 20대, 30대",농산물,4,고구마,2025-10-26 18:03:21
여성,"10대, 20대, 30대",농산물,5,귤,2025-10-26 18:03:21
여성,"10대, 20대, 30대",농산물,6,감홍사과,2025-10-26 18:03:21
여성,"10대, 20대, 30대",농산물,7,곶감,2025-10-26 18:03:21
여성,"10대, 20대, 30대",농산물,8,쌀,2025-10-26 18:03:21
여성,"10대, 20대, 30대",농산물,9,무화과,2025-10-26 18:03:21
여성,"10대, 20대, 30대",농산물,10,토마토,2025-10-26 18:03:21
여성,"10대, 20대, 30대",음료,1,그릭요거트,2025-10-26 18:03:21
여성,"10대, 20대, 30대",음료,2,두유,2025-10-26 18:03:21
여성,"10대, 20대, 30대",음료,3,퉁퉁이별티,2025-10-26 18:03:21
여성,"10대, 20대, 30대",음료,4,레몬즙,2025-10-26 18:03:21
여성,"10대, 20대, 30대",음료,5,말차가루,2025-10-26 18:03:21
여성,"10대, 20대, 30대",음료,6,생수,2025-10-26 18:03:21
여성,"10대, 20대, 30대",음료,7,오설록,2025-10-26 18:03:21
여성,"10대, 20대, 30대",음료,8,탄산수,2025-10-26 18:03:21
여성,"10대, 20대, 30대",음료,9,일리커피캡슐,2025-10-26 18:03:21
여성,"10대, 20대, 30대",음료,10,말차,2025-10-26 18:03:21
여성,"10대, 20대, 30대",과자/베이커리,1,두바이쫀득쿠키,2025-10-26 18:03:21
여성,"10대, 20대, 30대",과자/베이커리,2,화과자,2025-10-26 18:03:21
여성,"10대, 20대, 30대",과자/베이커리,3,칸쵸,2025-10-26 18:03:21
여성,"10대, 20대, 30대",과자/베이커리,4,빼빼로,2025-10-26 18:03:21
여성,"10대, 20대, 30대",과자/베이커리,5,무화과호두파이,2025-10-26 18:03:21
여성,"10대, 20대, 30대",과자/베이커리,6,할로윈사탕,2025-10-26 18:03:21
여성,"10대, 20대, 30대",과자/베이커리,7,메롱바,2025-10-26 18:03:21
여성,"10대, 20대, 30대",과자/베이커리,8,두바이초콜릿,2025-10-26 18:03:21
여성,"10대, 20대, 30대",과자/베이커리,9,약과,2025-10-26 18:03:21
여성,"10대, 20대, 30대",과자/베이커리,10,도라지정과,2025-10-26 18:03:21
전체,10대,농산물,1,동결건조딸기,2025-10-26 18:03:37
전체,10대,농산물,2,무화과,2025-10-26 18:03:37
전체,10대,농산물,3,딸기,2025-10-26 18:03:37
전체,10대,농산물,4,사과,2025-10-26 18:03:37
전체,10대,농산물,5,샤인머스켓,2025-10-26 18:03:37
전체,10대,농산물,6,건망고,2025-10-26 18:03:37
전체,10대,농산물,7,젤리두부,2025-10-26 18:03:37
전체,10대,농산물,8,쌀20kg,2025-10-26 18:03:37
전체,10대,농산물,9,송이버섯,2025-10-26 18:03:37
전체,10대,농산물,10,금귤,2025-10-26 18:03:37
전체,10대,음료,1,레몬즙,2025-10-26 18:03:37
전체,10대,음료,2,두유,2025-10-26 18:03:37
전체,10대,음료,3,생수,2025-10-26 18:03:37
전체,10대,음료,4,맥심모카골드,2025-10-26 18:03:37
전체,10대,음료,5,그릭요거트,2025-10-26 18:03:37
전체,10대,음료,6,쌍화차,2025-10-26 18:03:37
전체,10대,음료,7,멸균우유,2025-10-26 18:03:37
전체,10대,음료,8,생강청,2025-10-26 18:03:37
전체,10대,음료,9,커피믹스,2025-10-26 18:03:37
전체,10대,음료,10,카누,2025-10-26 18:03:37
전체,10대,과자/베이커리,1,쫀득빵,2025-10-26 18:03:37
전체,10대,과자/베이커리,2,두바이쫀득쿠키,2025-10-26 18:03:37
전체,10대,과자/베이커리,3,파스키에마카롱,2025-10-26 18:03:37
전체,10대,과자/베이커리,4,두바이초콜릿,2025-10-26 18:03:37
전체,10대,과자/베이커리,5,구황작물빵,2025-10-26 18:03:37
전체,10대,과자/베이커리,6,스쿱당,2025-10-26 18:03:37
전체,10대,과자/베이커리,7,칸쵸,2025-10-26 18:03:37
전체,10대,과자/베이커리,8,퐁신당,2025-10-26 18:03:37
전체,10대,과자/베이커리,9,마카롱,2025-10-26 18:03:37
전체,10대,과자/베이커리,10,클링커즈초콜릿,2025-10-26 18:03:37
전체,20대,농산물,1,무화과,2025-10-26 18:03:53
전체,20대,농산물,2,쌀20kg,2025-10-26 18:03:53
전체,20대,농산물,3,곶감,2025-10-26 18:03:53
전체,20대,농산물,4,사과,2025-10-26 18:03:53
전체,20대,농산물,5,과일선물세트,2025-10-26 18:03:53
전체,20대,농산물,6,고구마,2025-10-26 18:03:53
전체,20대,농산물,7,딸기,2025-10-26 18:03:53
전체,20대,농산물,8,샤인머스켓,2025-10-26 18:03:53
전체,20대,농산물,9,귤,2025-10-26 18:03:53
전체,20대,농산물,10,쌀10kg,2025-10-26 18:03:53
전체,20대,음료,1,몬스터,2025-10-26 18:03:53
전체,20대,음료,2,핫식스,2025-10-26 18:03:53
전체,20대,음료,3,탈지분유,2025-10-26 18:03:53
전체,20대,음료,4,그릭요거트,2025-10-26 18:03:53
전체,20대,음료,5,가나디바나나우유,2025-10-26 18:03:53
전체,20대,음료,6,두유,2025-10-26 18:03:53
전체,20대,음료,7,코코아파우더,2025-10-26 18:03:53
전체,20대,음료,8,말차에몽,2025-10-26 18:03:53
전체,20대,음료,9,콤부차,2025-10-26 18:03:53
전체,20대,음료,10,말차,2025-10-26 18:03:53
전체,20대,과자/베이커리,1,두바이쫀득쿠키,2025-10-26 18:03:53
전체,20대,과자/베이커리,2,쫀득빵,2025-10-26 18:03:53
전체,20대,과자/베이커리,3,두바이초콜릿,2025-10-26 18:03:53
전체,20대,과자/베이커리,4,화과자,2025-10-26 18:03:53
전체,20대,과자/베이커리,5,마가렛트고구마,2025-10-26 18:03:53
전체,20대,과자/베이커리,6,스쿱당,2025-10-26 18:03:53
전체,20대,과자/베이커리,7,빼빼로만들기,2025-10-26 18:03:53
전체,20대,과자/베이커리,8,구황작물빵,2025-10-26 18:03:53
전체,20대,과자/베이커리,9,파스키에마카롱,2025-10-26 18:03:53
전체,20대,과자/베이커리,10,칸쵸,2025-10-26 18:03:53
전체,30대,농산물,1,쌀20kg,2025-10-26 18:04:09
전체,30대,농산물,2,사과,2025-10-26 18:04:09
전체,30대,농산물,3,쌀10kg,2025-10-26 18:04:09
전체,30대,농산물,4,무화과,2025-10-26 18:04:09
전체,30대,농산물,5,곶감,2025-10-26 18:04:09
전체,30대,농산물,6,딸기,2025-10-26 18:04:09
전체,30대,농산물,7,과일선물세트,2025-10-26 18:04:09
전체,30대,농산물,8,고구마,2025-10-26 18:04:09
전체,30대,농산물,9,귤,2025-10-26 18:04:09
전체,30대,농산물,10,샤인머스켓,2025-10-26 18:04:09
전체,30대,음료,1,그릭요거트,2025-10-26 18:04:09
전체,30대,음료,2,몬스터,2025-10-26 18:04:09
전체,30대,음료,3,생수,2025-10-26 18:04:09
전체,30대,음료,4,두유,2025-10-26 18:04:09
전체,30대,음료,5,말차가루,2025-10-26 18:04:09
전체,30대,음료,6,말차,2025-10-26 18:04:09
전체,30대,음료,7,오설록,2025-10-26 18:04:09
전체,30대,음료,8,레몬즙,2025-10-26 18:04:09
전체,30대,음료,9,몬스터에너지,2025-10-26 18:04:09
전체,30대,음료,10,물,2025-10-26 18:04:09
전체,30대,과자/베이커리,1,두바이쫀득쿠키,2025-10-26 18:04:09
전체,30대,과자/베이커리,2,두바이초콜릿,2025-10-26 18:04:09
전체,30대,과자/베이커리,3,화과자,2025-10-26 18:04:09
전체,30대,과자/베이커리,4,쫀득빵,2025-10-26 18:04:09
전체,30대,과자/베이커리,5,마가렛트고구마,2025-10-26 18:04:09
전체,30대,과자/베이커리,6,칸쵸,2025-10-26 18:04:09
전체,30대,과자/베이커리,7,구황작물빵,2025-10-26 18:04:09
전체,30대,과자/베이커리,8,도라지정과,2025-10-26 18:04:09
전체,30대,과자/베이커리,9,결혼식답례품,2025-10-26 18:04:09
전체,30대,과자/베이커리,10,스쿱당,2025-10-26 18:04:09
전체,40대,농산물,1,쌀20kg,2025-10-26 18:04:25
전체,40대,농산물,2,쌀10kg,2025-10-26 18:04:25
전체,40대,농산물,3,사과,2025-10-26 18:04:25
전체,40대,농산물,4,곶감,2025-10-26 18:04:25
전체,40대,농산물,5,귤,2025-10-26 18:04:25
전체,40대,농산물,6,무화과,2025-10-26 18:04:25
전체,40대,농산물,7,딸기,2025-10-26 18:04:25
전체,40대,농산물,8,고구마,2025-10-26 18:04:25
전체,40대,농산물,9,쌀,2025-10-26 18:04:25
전체,40대,농산물,10,수향미,2025-10-26 18:04:25
전체,40대,음료,1,그릭요거트,2025-10-26 18:04:25
전체,40대,음료,2,생수,2025-10-26 18:04:25
전체,40대,음료,3,두유,2025-10-26 18:04:25
전체,40대,음료,4,레몬즙,2025-10-26 18:04:25
전체,40대,음료,5,탄산수,2025-10-26 18:04:25
전체,40대,음료,6,카누,2025-10-26 18:04:25
전체,40대,음료,7,말차가루,2025-10-26 18:04:25
전체,40대,음료,8,멸균우유,2025-10-26 18:04:25
전체,40대,음료,9,삼다수,2025-10-26 18:04:25
전체,40대,음료,10,원두,2025-10-26 18:04:25
전체,40대,과자/베이커리,1,두바이쫀득쿠키,2025-10-26 18:04:25
전체,40대,과자/베이커리,2,칸쵸,2025-10-26 18:04:25
전체,40대,과자/베이커리,3,화과자,2025-10-26 18:04:25
전체,40대,과자/베이커리,4,할로윈사탕,2025-10-26 18:04:25
전체,40대,과자/베이커리,5,두바이초콜릿,2025-10-26 18:04:25
전체,40대,과자/베이커리,6,메롱바,2025-10-26 18:04:25
전체,40대,과자/베이커리,7,빼빼로,2025-10-26 18:04:25
전체,40대,과자/베이커리,8,쫀득빵,2025-10-26 18:04:25
전체,40대,과자/베이커리,9,약과,2025-10-26 18:04:25
전체,40대,과자/베이커리,10,도라지정과,2025-10-26 18:04:25
전체,50대,농산물,1,쌀20kg,2025-10-26 18:04:41
전체,50대,농산물,2,쌀10kg,2025-10-26 18:04:41
전체,50대,농산물,3,사과,2025-10-26 18:04:41
전체,50대,농산물,4,귤,2025-10-26 18:04:41
전체,50대,농산물,5,고구마,2025-10-26 18:04:41
전체,50대,농산물,6,곶감,2025-10-26 18:04:41
전체,50대,농산물,7,쌀,2025-10-26 18:04:41
전체,50대,농산물,8,무화과,2025-10-26 18:04:41
전체,50대,농산물,9,감홍사과,2025-10-26 18:04:41
전체,50대,농산물,10,수향미,2025-10-26 18:04:41
전체,50대,음료,1,생수,2025-10-26 18:04:41
전체,50대,음료,2,레몬즙,2025-10-26 18:04:41
전체,50대,음료,3,두유,2025-10-26 18:04:41
전체,50대,음료,4,그릭요거트,2025-10-26 18:04:41
전체,50대,음료,5,탄산수,2025-10-26 18:04:41
전체,50대,음료,6,멸균우유,2025-10-26 18:04:41
전체,50대,음료,7,카누,2025-10-26 18:04:41
전체,50대,음료,8,맥심모카골드,2025-10-26 18:04:41
전체,50대,음료,9,빅토리아탄산수,2025-10-26 18:04:41
전체,50대,음료,10,쌍화차,2025-10-26 18:04:41
전체,50대,과자/베이커리,1,두바이쫀득쿠키,2025-10-26 18:04:41
전체,50대,과자/베이커리,2,칸쵸,2025-10-26 18:04:41
전체,50대,과자/베이커리,3,화과자,2025-10-26 18:04:41
전체,50대,과자/베이커리,4,할로윈사탕,2025-10-26 18:04:41
전체,50대,과자/베이커리,5,빼빼로,2025-10-26 18:04:41
전체,50대,과자/베이커리,6,두바이초콜릿,2025-10-26 18:04:41
전체,50대,과자/베이커리,7,메롱바,2025-10-26 18:04:41
전체,50대,과자/베이커리,8,약과,2025-10-26 18:04:41
전체,50대,과자/베이커리,9,도라지정과,2025-10-26 18:04:41
전체,50대,과자/베이커리,10,한과,2025-10-26 18:04:41
전체,60대 이상,농산물,1,쌀20kg,2025-10-26 18:04:58
전체,60대 이상,농산물,2,쌀10kg,2025-10-26 18:04:58
전체,60대 이상,농산물,3,사과,2025-10-26 18:04:58
전체,60대 이상,농산물,4,고구마,2025-10-26 18:04:58
전체,60대 이상,농산물,5,귤,2025-10-26 18:04:58
전체,60대 이상,농산물,6,곶감,2025-10-26 18:04:58
전체,60대 이상,농산물,7,감홍사과,2025-10-26 18:04:58
전체,60대 이상,농산물,8,쌀,2025-10-26 18:04:58
전체,60대 이상,농산물,9,무화과,2025-10-26 18:04:58
전체,60대 이상,농산물,10,토마토,2025-10-26 18:04:58
전체,60대 이상,음료,1,레몬즙,2025-10-26 18:04:58
전체,60대 이상,음료,2,생수,2025-10-26 18:04:58
전체,60대 이상,음료,3,두유,2025-10-26 18:04:58
전체,60대 이상,음료,4,그릭요거트,2025-10-26 18:04:58
전체,60대 이상,음료,5,맥심모카골드,2025-10-26 18:04:58
전체,60대 이상,음료,6,탄산수,2025-10-26 18:04:58
전체,60대 이상,음료,7,멸균우유,2025-10-26 18:04:58
전체,60대 이상,음료,8,카누,2025-10-26 18:04:58
전체,60대 이상,음료,9,쌍화차,2025-10-26 18:04:58
전체,60대 이상,음료,10,생강청,2025-10-26 18:04:58
전체,60대 이상,과자/베이커리,1,두바이쫀득쿠키,2025-10-26 18:04:58
전체,60대 이상,과자/베이커리,2,화과자,2025-10-26 18:04:58
전체,60대 이상,과자/베이커리,3,칸쵸,2025-10-26 18:04:58
전체,60대 이상,과자/베이커리,4,할로윈사탕,2025-10-26 18:04:58
전체,60대 이상,과자/베이커리,5,빼빼로,2025-10-26 18:04:58
전체,60대 이상,과자/베이커리,6,두바이초콜릿,2025-10-26 18:04:58
전체,60대 이상,과자/베이커리,7,무화과호두파이,2025-10-26 18:04:58
전체,60대 이상,과자/베이커리,8,약과,2025-10-26 18:04:58
전체,60대 이상,과자/베이커리,9,메롱바,2025-10-26 18:04:58
전체,60대 이상,과자/베이커리,10,도라지정과,2025-10-26 18:04:58
전체,"10대, 20대",농산물,1,쌀20kg,2025-10-26 18:05:14
전체,"10대, 20대",농산물,2,쌀10kg,2025-10-26 18:05:14
전체,"10대, 20대",농산물,3,사과,2025-10-26 18:05:14
전체,"10대, 20대",농산물,4,고구마,2025-10-26 18:05:14
전체,"10대, 20대",농산물,5,귤,2025-10-26 18:05:14
전체,"10대, 20대",농산물,6,감홍사과,2025-10-26 18:05:14
전체,"10대, 20대",농산물,7,쌀,2025-10-26 18:05:14
전체,"10대, 20대",농산물,8,토마토,2025-10-26 18:05:14
전체,"10대, 20대",농산물,9,밤,2025-10-26 18:05:14
전체,"10대, 20대",농산물,10,곶감,2025-10-26 18:05:14
전체,"10대, 20대",음료,1,레몬즙,2025-10-26 18:05:14
전체,"10대, 20대",음료,2,두유,2025-10-26 18:05:14
전체,"10대, 20대",음료,3,생수,2025-10-26 18:05:14
전체,"10대, 20대",음료,4,맥심모카골드,2025-10-26 18:05:14
전체,"10대, 20대",음료,5,그릭요거트,2025-10-26 18:05:14
전체,"10대, 20대",음료,6,쌍화차,2025-10-26 18:05:14
전체,"10대, 20대",음료,7,멸균우유,2025-10-26 18:05:14
전체,"10대, 20대",음료,8,생강청,2025-10-26 18:05:14
전체,"10대, 20대",음료,9,탄산수,2025-10-26 18:05:14
전체,"10대, 20대",음료,10,커피믹스,2025-10-26 18:05:14
전체,"10대, 20대",과자/베이커리,1,두바이쫀득쿠키,2025-10-26 18:05:14
전체,"10대, 20대",과자/베이커리,2,할로윈사탕,2025-10-26 18:05:14
전체,"10대, 20대",과자/베이커리,3,칸쵸,2025-10-26 18:05:14
전체,"10대, 20대",과자/베이커리,4,무화과호두파이,2025-10-26 18:05:14
전체,"10대, 20대",과자/베이커리,5,빼빼로,2025-10-26 18:05:14
전체,"10대, 20대",과자/베이커리,6,메롱바,2025-10-26 18:05:14
전체,"10대, 20대",과자/베이커리,7,화과자,2025-10-26 18:05:14
전체,"10대, 20대",과자/베이커리,8,약과,2025-10-26 18:05:14
전체,"10대, 20대",과자/베이커리,9,한과,2025-10-26 18:05:14
전체,"10대, 20대",과자/베이커리,10,도라지정과,2025-10-26 18:05:14
전체,"20대, 30대",농산물,1,쌀20kg,2025-10-26 18:05:31
전체,"20대, 30대",농산물,2,쌀10kg,2025-10-26 18:05:31
전체,"20대, 30대",농산물,3,사과,2025-10-26 18:05:31
전체,"20대, 30대",농산물,4,고구마,2025-10-26 18:05:31
전체,"20대, 30대",농산물,5,귤,2025-10-26 18:05:31
전체,"20대, 30대",농산물,6,감홍사과,2025-10-26 18:05:31
전체,"20대, 30대",농산물,7,생강,2025-10-26 18:05:31
전체,"20대, 30대",농산물,8,밤,2025-10-26 18:05:31
전체,"20대, 30대",농산물,9,쌀,2025-10-26 18:05:31
전체,"20대, 30대",농산물,10,토마토,2025-10-26 18:05:31
