gender,ages,category,rank,keyword,crawled_at
전체,"20대, 30대",음료,1,레몬즙,2025-10-26 18:05:31
전체,"20대, 30대",음료,2,두유,2025-10-26 18:05:31
전체,"20대, 30대",음료,3,생수,2025-10-26 18:05:31
전체,"20대, 30대",음료,4,맥심모카골드,2025-10-26 18:05:31
전체,"20대, 30대",음료,5,쌍화차,2025-10-26 18:05:31
전체,"20대, 30대",음료,6,멸균우유,2025-10-26 18:05:31
전체,"20대, 30대",음료,7,생강청,2025-10-26 18:05:31
전체,"20대, 30대",음료,8,커피믹스,2025-10-26 18:05:31
전체,"20대, 30대",음료,9,그릭요거트,2025-10-26 18:05:31
전체,"20대, 30대",음료,10,탄산수,2025-10-26 18:05:31
전체,"20대, 30대",과자/베이커리,1,두바이쫀득쿠키,2025-10-26 18:05:31
전체,"20대, 30대",과자/베이커리,2,무화과호두파이,2025-10-26 18:05:31
전체,"20대, 30대",과자/베이커리,3,칸쵸,2025-10-26 18:05:31
전체,"20대, 30대",과자/베이커리,4,빼빼로,2025-10-26 18:05:31
전체,"20대, 30대",과자/베이커리,5,메롱바,2025-10-26 18:05:31
전체,"20대, 30대",과자/베이커리,6,할로윈사탕,2025-10-26 18:05:31
전체,"20대, 30대",과자/베이커리,7,화과자,2025-10-26 18:05:31
전체,"20대, 30대",과자/베이커리,8,약과,2025-10-26 18:05:31
전체,"20대, 30대",과자/베이커리,9,한과,2025-10-26 18:05:31
전체,"20대, 30대",과자/베이커리,10,두바이초콜릿,2025-10-26 18:05:31
전체,"30대, 40대",농산물,1,쌀20kg,2025-10-26 18:05:48
전체,"30대, 40대",농산물,2,사과,2025-10-26 18:05:48
전체,"30대, 40대",농산물,3,쌀10kg,2025-10-26 18:05:48
전체,"30대, 40대",농산물,4,고구마,2025-10-26 18:05:48
전체,"30대, 40대",농산물,5,무화과,2025-10-26 18:05:48
전체,"30대, 40대",농산물,6,감홍사과,2025-10-26 18:05:48
전체,"30대, 40대",농산물,7,귤,2025-10-26 18:05:48
전체,"30대, 40대",농산물,8,생강,2025-10-26 18:05:48
전체,"30대, 40대",농산물,9,곶감,2025-10-26 18:05:48
전체,"30대, 40대",농산물,10,밤,2025-10-26 18:05:48
전체,"30대, 40대",음료,1,레몬즙,2025-10-26 18:05:48
전체,"30대, 40대",음료,2,두유,2025-10-26 18:05:48
전체,"30대, 40대",음료,3,생수,2025-10-26 18:05:48
전체,"30대, 40대",음료,4,맥심모카골드,2025-10-26 18:05:48
전체,"30대, 40대",음료,5,쌍화차,2025-10-26 18:05:48
전체,"30대, 40대",음료,6,커피믹스,2025-10-26 18:05:48
전체,"30대, 40대",음료,7,생강청,2025-10-26 18:05:48
전체,"30대, 40대",음료,8,멸균우유,2025-10-26 18:05:48
전체,"30대, 40대",음료,9,그릭요거트,2025-10-26 18:05:48
전체,"30대, 40대",음료,10,탄산수,2025-10-26 18:05:48
전체,"30대, 40대",과자/베이커리,1,두바이쫀득쿠키,2025-10-26 18:05:48
전체,"30대, 40대",과자/베이커리,2,화과자,2025-10-26 18:05:48
전체,"30대, 40대",과자/베이커리,3,무화과호두파이,2025-10-26 18:05:48
전체,"30대, 40대",과자/베이커리,4,두바이초콜릿,2025-10-26 18:05:48
전체,"30대, 40대",과자/베이커리,5,약과,2025-10-26 18:05:48
전체,"30대, 40대",과자/베이커리,6,도라지정과,2025-10-26 18:05:48
전체,"30대, 40대",과자/베이커리,7,한과,2025-10-26 18:05:48
전체,"30대, 40대",과자/베이커리,8,빼빼로,2025-10-26 18:05:48
전체,"30대, 40대",과자/베이커리,9,칸쵸,2025-10-26 18:05:48
전체,"30대, 40대",과자/베이커리,10,마가렛트고구마,2025-10-26 18:05:48
전체,"10대, 20대, 30대",농산물,1,쌀20kg,2025-10-26 18:06:06
전체,"10대, 20대, 30대",농산물,2,사과,2025-10-26 18:06:06
전체,"10대, 20대, 30대",농산물,3,쌀10kg,2025-10-26 18:06:06
전체,"10대, 20대, 30대",농산물,4,고구마,2025-10-26 18:06:06
전체,"10대, 20대, 30대",농산물,5,생강,2025-10-26 18:06:06
전체,"10대, 20대, 30대",농산물,6,감홍사과,2025-10-26 18:06:06
전체,"10대, 20대, 30대",농산물,7,단감,2025-10-26 18:06:06
전체,"10대, 20대, 30대",농산물,8,밤,2025-10-26 18:06:06
전체,"10대, 20대, 30대",농산물,9,능이버섯,2025-10-26 18:06:06
전체,"10대, 20대, 30대",농산물,10,공주밤,2025-10-26 18:06:06
전체,"10대, 20대, 30대",음료,1,레몬즙,2025-10-26 18:06:06
전체,"10대, 20대, 30대",음료,2,두유,2025-10-26 18:06:06
전체,"10대, 20대, 30대",음료,3,생수,2025-10-26 18:06:06
전체,"10대, 20대, 30대",음료,4,맥심모카골드,2025-10-26 18:06:06
전체,"10대, 20대, 30대",음료,5,그릭요거트,2025-10-26 18:06:06
전체,"10대, 20대, 30대",음료,6,커피믹스,2025-10-26 18:06:06
전체,"10대, 20대, 30대",음료,7,생강청,2025-10-26 18:06:06
전체,"10대, 20대, 30대",음료,8,쌍화차,2025-10-26 18:06:06
전체,"10대, 20대, 30대",음료,9,카누,2025-10-26 18:06:06
전체,"10대, 20대, 30대",음료,10,멸균우유,2025-10-26 18:06:06
전체,"10대, 20대, 30대",과자/베이커리,1,무화과호두파이,2025-10-26 18:06:06
전체,"10대, 20대, 30대",과자/베이커리,2,무화과호두건강파이,2025-10-26 18:06:06
전체,"10대, 20대, 30대",과자/베이커리,3,다크초콜릿,2025-10-26 18:06:06
전체,"10대, 20대, 30대",과자/베이커리,4,한과,2025-10-26 18:06:06
전체,"10대, 20대, 30대",과자/베이커리,5,약과,2025-10-26 18:06:06
전체,"10대, 20대, 30대",과자/베이커리,6,이대명과,2025-10-26 18:06:06
전체,"10대, 20대, 30대",과자/베이커리,7,빼빼로,2025-10-26 18:06:06
전체,"10대, 20대, 30대",과자/베이커리,8,두바이쫀득쿠키,2025-10-26 18:06:06
전체,"10대, 20대, 30대",과자/베이커리,9,오란다,2025-10-26 18:06:06
전체,"10대, 20대, 30대",과자/베이커리,10,화과자,2025-10-26 18:06:06
